,地区,经度,纬度
354,湖南省长沙市,,
355,湖南省长沙市,,
356,湖南省长沙市,,
357,湖南省株洲市,,
358,湖南省长沙市,,
359,湖南省长沙市,,
360,湖南省岳阳市,,
361,湖南省岳阳市,,
362,湖南省岳阳市,,
363,湖南省岳阳市,,
364,湖南省岳阳市,,
365,湖南省岳阳市,,
366,湖南省岳阳市,,
367,湖南省岳阳市,,
368,湖北省黄石市,,
369,湖南省岳阳市,,
370,河北省沧洲市,,
371,湖南省岳阳市,,
372,湖南省常德市,,
373,湖南省长沙市,,
374,湖南省常德市,,
375,湖南省长沙市,,
376,湖南省大庸市,,
377,湖南省邵阳市,,
378,广东省湛江市,,
379,湖南省娄底地区,,
380,湖南省湘潭市,,
381,河南省周口地区,,
382,湖南省岳阳市,,
383,湖南省邵阳市,,
384,湖南省邵阳市,,
385,湖北省黄石市,,
386,湖南省邵阳市,,
387,贵州省遵义地区,,
388,湖南省衡阳市,,
389,陕西省宝鸡市,,
390,江西省宜春地区,,
391,江西省宜春地区,,
392,江西省宜春地区,,
393,江西省宜春地区,,
394,江西省宜春地区,,
395,江西省宜春地区,,
396,江西省宜春地区,,
397,江西省宜春地区,,
398,江西省宜春地区,,
399,江西省宜春地区,,
400,江西省宜春地区,,
401,湖南省长沙市,,
402,湖南省长沙市,,
403,湖南省长沙市,,
404,湖南省长沙市,,
405,湖南省长沙市,,
406,湖南省长沙市,,
407,湖南省长沙市,,
408,江西省萍乡市,,
409,湖南省长沙市,,
410,湖南省长沙市,,
411,湖南省长沙市,,
412,湖南省长沙市,,
413,湖南省长沙市,,
414,江西省萍乡市,,
415,湖南省长沙市,,
416,湖南省长沙市,,
417,湖南省长沙市,,
418,湖南省长沙市,,
419,湖南省长沙市,,
420,湖南省长沙市,,
421,湖南省长沙市,,
422,湖南省长沙市,,
423,湖南省长沙市,,
424,湖南省长沙市,,
425,江西省萍乡市,,
426,湖南省长沙市,,
427,湖南省长沙市,,
428,湖南省长沙市,,
429,湖南省长沙市,,
430,湖南省长沙市,,
431,江西省萍乡市,,
432,湖南省长沙市,,
433,江西省宜春地区,,
434,江西省宜春地区,,
435,江西省宜春地区,,
436,江西省宜春地区,,
437,江西省宜春地区,,
438,江西省宜春地区,,
439,江西省宜春地区,,
440,江西省宜春地区,,
441,江西省宜春地区,,
442,江西省宜春地区,,
443,江西省宜春地区,,
444,江西省宜春地区,,
445,江西省宜春地区,,
446,江西省宜春地区,,
447,江西省宜春地区,,
448,江西省宜春地区,,
449,江西省宜春地区,,
450,江西省宜春地区,,
451,江西省宜春地区,,
452,江西省宜春地区,,
453,江西省宜春地区,,
454,湖南省长沙市,,
455,湖南省长沙市,,
456,湖南省长沙市,,
457,湖南省长沙市,,
458,湖南省长沙市,,
459,湖南省长沙市,,
460,湖南省长沙市,,
461,湖南省怀化地区,,
462,湖南省长沙市,,
463,湖南省长沙市,,
464,湖南省长沙市,,
465,湖南省长沙市,,
466,湖南省长沙市,,
467,湖南省长沙市,,
468,湖南省长沙市,,
469,湖南省长沙市,,
470,湖南省大庸市,,
471,广东省茂名市,,
472,广东省梅州市,,
473,江苏省淮阴市,,
474,安徽省滁州市,,
475,湖南省岳阳市,,
476,湖南省岳阳市,,
477,浙江省杭州市,,
478,山东省潍坊市,,
479,湖南省岳阳市,,
480,四川省万县市,,
481,湖南省常德市,,
482,湖南省娄底地区,,
483,湖南省岳阳市,,
484,湖南省岳阳市,,
485,河北省石家庄市,,
486,湖南省岳阳市,,
487,湖南省岳阳市,,
488,湖北省黄石市,,
489,河南省许昌市,,
490,湖南省岳阳市,,
491,广东省东莞市,,
492,湖南省大庸市,,
493,湖南省长沙市,,
494,湖南省岳阳市,,
495,湖南省大庸市,,
496,湖南省衡阳市,,
497,湖南省衡阳市,,
498,湖南省衡阳市,,
499,江西省萍乡市,,
500,江西省萍乡市,,
501,江西省萍乡市,,
502,江西省萍乡市,,
503,江西省萍乡市,,
504,江西省萍乡市,,
505,江西省萍乡市,,
506,江西省萍乡市,,
507,江西省萍乡市,,
508,江西省萍乡市,,
509,江西省萍乡市,,
510,湖南省长沙市,,
511,湖南省长沙市,,
512,湖南省益阳地区,,
513,湖南省衡阳市,,
514,湖南省衡阳市,,
515,湖南省衡阳市,,
516,湖南省衡阳市,,
517,湖南省衡阳市,,
518,湖南省衡阳市,,
519,天津市市辖区,,
520,湖南省衡阳市,,
521,湖南省衡阳市,,
522,湖南省衡阳市,,
523,湖南省衡阳市,,
524,湖南省衡阳市,,
525,湖南省衡阳市,,
526,湖南省衡阳市,,
527,湖南省衡阳市,,
528,湖南省长沙市,,
529,湖南省长沙市,,
530,湖南省长沙市,,
531,江西省吉安地区,,
532,湖南省株洲市,,
533,广东省肇庆市,,
534,广东省肇庆市,,
535,湖南省长沙市,,
536,湖南省长沙市,,
537,湖南省岳阳市,,
538,广东省肇庆市,,
539,广东省肇庆市,,
540,湖南省岳阳市,,
541,湖南省株洲市,,
542,湖北省荆门市,,
543,湖南省湘西土家族苗族自治州,,
544,湖南省零陵地区,,
545,湖南省湘西土家族苗族自治州,,
546,湖南省湘潭市,,
547,湖南省株洲市,,
548,湖南省岳阳市,,
549,湖南省衡阳市,,
550,湖南省衡阳市,,
551,湖南省衡阳市,,
552,湖南省衡阳市,,
553,湖南省衡阳市,,
554,湖南省衡阳市,,
555,湖南省衡阳市,,
556,湖南省衡阳市,,
557,湖南省衡阳市,,
558,湖南省衡阳市,,
559,湖南省衡阳市,,
560,湖南省衡阳市,,
561,湖南省长沙市,,
562,湖南省株洲市,,
563,湖南省株洲市,,
564,湖南省长沙市,,
565,湖南省岳阳市,,
566,湖南省株洲市,,
567,湖南省株洲市,,
568,湖南省湘潭市,,
569,湖南省株洲市,,
570,湖南省株洲市,,
571,湖南省娄底地区,,
572,湖南省娄底地区,,
573,湖南省株洲市,,
574,湖南省娄底地区,,
575,湖南省郴州地区,,
576,湖南省邵阳市,,
577,湖南省株洲市,,
578,湖南省株洲市,,
579,湖南省株洲市,,
580,湖南省株洲市,,
581,湖南省株洲市,,
582,湖南省湘潭市,,
583,湖南省株洲市,,
584,湖南省娄底地区,,
585,湖南省衡阳市,,
586,湖南省株洲市,,
587,湖南省株洲市,,
588,湖南省株洲市,,
589,湖南省株洲市,,
590,湖南省株洲市,,
591,湖南省株洲市,,
592,湖南省益阳地区,,
593,湖南省益阳地区,,
594,湖南省益阳地区,,
595,湖南省湘潭市,,
596,湖南省长沙市,,
597,湖南省岳阳市,,
598,湖南省岳阳市,,
599,湖南省益阳地区,,
600,湖南省邵阳市,,
601,湖南省邵阳市,,
602,湖南省衡阳市,,
603,湖南省邵阳市,,
604,湖南省岳阳市,,
605,四川省重庆市,,
606,湖南省怀化地区,,
607,河北省邢台市,,
608,贵州省遵义地区,,
609,湖南省郴州地区,,
610,河北省保定地区,,
611,广西桂林地区,,
612,湖南省怀化地区,,
613,湖南省益阳地区,,
614,湖南省邵阳市,,
615,贵州省遵义地区,,
616,湖南省湘潭市,,
617,湖南省长沙市,,
618,四川省重庆市,,
619,广西桂林地区,,
620,贵州省毕节地区,,
621,湖南省大庸市,,
622,湖北省荆州地区,,
623,湖南省衡阳市,,
624,湖南省湘潭市,,
625,湖南省邵阳市,,
626,湖南省岳阳市,,
627,湖南省邵阳市,,
628,湖南省邵阳市,,
629,湖南省益阳地区,,
630,湖南省长沙市,,
631,湖南省常德市,,
632,湖南省株洲市,,
633,湖南省长沙市,,
634,广东省韶关市,,
635,湖南省湘潭市,,
636,湖南省衡阳市,,
637,山西省运城地区,,
638,湖南省株洲市,,
639,湖南省株洲市,,
640,湖南省株洲市,,
641,湖南省岳阳市,,
642,湖南省娄底地区,,
643,湖南省株洲市,,
644,湖南省湘潭市,,
645,湖南省株洲市,,
646,湖南省衡阳市,,
647,湖南省株洲市,,
648,湖南省娄底地区,,
649,湖南省邵阳市,,
650,湖南省邵阳市,,
651,湖南省湘潭市,,
652,山东省济宁市,,
653,湖南省株洲市,,
654,湖南省株洲市,,
655,湖南省怀化地区,,
656,湖南省株洲市,,
657,湖南省株洲市,,
658,湖南省衡阳市,,
659,湖南省株洲市,,
660,湖南省株洲市,,
661,湖南省株洲市,,
662,湖南省株洲市,,
663,湖南省长沙市,,
664,湖南省湘潭市,,
665,湖南省益阳地区,,
666,湖南省株洲市,,
667,湖南省常德市,,
668,湖南省株洲市,,
669,湖南省邵阳市,,
670,湖南省湘潭市,,
671,湖南省湘潭市,,
672,湖南省湘潭市,,
673,湖南省湘潭市,,
674,湖南省湘潭市,,
675,湖南省湘潭市,,
676,江西省吉安地区,,
677,湖南省湘潭市,,
678,湖南省湘潭市,,
679,湖南省湘潭市,,
680,湖南省湘潭市,,
681,湖南省常德市,,
682,湖南省长沙市,,
683,湖南省湘潭市,,
684,湖南省湘潭市,,
685,湖南省湘潭市,,
686,湖南省湘潭市,,
687,湖南省湘潭市,,
688,湖南省湘潭市,,
689,湖南省湘潭市,,
690,湖南省湘潭市,,
691,湖南省株洲市,,
692,湖南省株洲市,,
693,湖南省常德市,,
694,湖南省长沙市,,
695,湖南省常德市,,
696,湖南省株洲市,,
697,湖南省衡阳市,,
698,广西梧州地区,,
699,湖南省衡阳市,,
700,湖北省荆州地区,,
701,河南省周口地区,,
702,湖南省衡阳市,,
703,湖南省邵阳市,,
704,湖南省衡阳市,,
705,湖南省娄底地区,,
706,湖南省邵阳市,,
707,湖南省衡阳市,,
708,湖南省大庸市,,
709,湖北省武汉市,,
710,湖南省长沙市,,
711,湖南省长沙市,,
712,湖南省株洲市,,
713,湖南省长沙市,,
714,河南省洛阳市,,
715,湖南省长沙市,,
716,河南省许昌市,,
717,湖南省长沙市,,
718,湖南省株洲市,,
719,湖南省娄底地区,,
720,湖南省岳阳市,,
721,新疆哈密地区,,
722,四川省绵阳市,,
723,西藏自治区西藏拉萨市,,
724,湖南省邵阳市,,
725,新疆省直辖行政单位,,
726,新疆乌鲁木齐市,,
727,新疆乌鲁木齐市,,
728,湖南省衡阳市,,
729,湖南省大庸市,,
730,湖南省常德市,,
731,湖南省湘潭市,,
732,湖南省湘潭市,,
733,湖南省湘潭市,,
734,江西省萍乡市,,
735,湖南省株洲市,,
736,江西省萍乡市,,
737,江西省萍乡市,,
738,江西省萍乡市,,
739,江西省萍乡市,,
740,江西省萍乡市,,
741,江西省萍乡市,,
742,江西省萍乡市,,
743,湖南省株洲市,,
744,江西省萍乡市,,
745,江西省萍乡市,,
746,湖南省常德市,,
747,湖南省衡阳市,,
748,湖南省株洲市,,
749,湖南省邵阳市,,
750,湖南省衡阳市,,
751,湖南省衡阳市,,
752,湖南省岳阳市,,
753,湖南省长沙市,,
754,湖南省衡阳市,,
755,河北省承德市,,
756,甘肃省定西地区,,
757,湖南省株洲市,,
758,湖南省邵阳市,,
759,湖南省岳阳市,,
760,湖南省湘西土家族苗族自治州,,
761,湖南省株洲市,,
762,湖南省常德市,,
763,湖南省常德市,,
764,湖南省衡阳市,,
765,湖南省长沙市,,
766,湖南省常德市,,
767,湖南省衡阳市,,
768,湖南省湘潭市,,
769,湖南省株洲市,,
770,湖南省衡阳市,,
771,湖南省岳阳市,,
772,湖南省长沙市,,
773,湖北省武汉市,,
774,湖南省湘潭市,,
775,湖南省长沙市,,
776,湖南省岳阳市,,
777,湖南省株洲市,,
778,湖南省湘潭市,,
779,湖南省株洲市,,
780,湖南省常德市,,
781,河南省漯河市,,
782,河南省漯河市,,
783,云南省怒江傈僳族自治州,,
784,河南省漯河市,,
785,湖南省衡阳市,,
786,湖南省衡阳市,,
787,湖南省衡阳市,,
788,湖南省衡阳市,,
789,湖南省衡阳市,,
790,湖南省衡阳市,,
791,湖南省衡阳市,,
792,湖南省衡阳市,,
793,湖南省衡阳市,,
794,湖南省郴州地区,,
795,湖南省衡阳市,,
796,湖南省娄底地区,,
797,湖南省娄底地区,,
798,湖南省娄底地区,,
799,湖南省娄底地区,,
800,湖南省娄底地区,,
801,湖南省娄底地区,,
802,湖南省娄底地区,,
803,湖南省娄底地区,,
804,湖南省娄底地区,,
805,湖南省娄底地区,,
806,湖南省娄底地区,,
807,湖南省娄底地区,,
808,湖南省湘潭市,,
809,湖南省娄底地区,,
810,湖南省娄底地区,,
811,湖南省娄底地区,,
812,湖南省娄底地区,,
813,湖南省娄底地区,,
814,湖南省娄底地区,,
815,湖南省娄底地区,,
816,湖南省娄底地区,,
817,湖南省娄底地区,,
818,湖南省娄底地区,,
819,湖南省娄底地区,,
820,湖南省娄底地区,,
821,湖南省岳阳市,,
822,湖南省岳阳市,,
823,湖南省岳阳市,,
824,湖南省岳阳市,,
825,河南省信阳地区,,
826,湖南省岳阳市,,
827,湖南省岳阳市,,
828,湖南省益阳地区,,
829,湖南省岳阳市,,
830,湖南省怀化地区,,
831,湖南省怀化地区,,
832,湖南省娄底地区,,
833,湖南省娄底地区,,
834,湖南省常德市,,
835,湖南省娄底地区,,
836,湖南省娄底地区,,
837,湖南省邵阳市,,
838,湖南省娄底地区,,
839,湖南省邵阳市,,
840,湖南省娄底地区,,
841,湖南省娄底地区,,
842,湖北省荆门市,,
843,湖南省娄底地区,,
844,湖南省岳阳市,,
845,湖南省岳阳市,,
846,湖南省岳阳市,,
847,湖南省湘潭市,,
848,湖南省岳阳市,,
849,湖南省岳阳市,,
850,湖南省岳阳市,,
851,湖南省岳阳市,,
852,湖南省长沙市,,
853,湖南省娄底地区,,
854,湖南省长沙市,,
855,湖南省长沙市,,
856,湖南省长沙市,,
857,湖南省长沙市,,
858,湖南省长沙市,,
859,湖南省长沙市,,
860,湖南省长沙市,,
861,湖南省长沙市,,
862,湖南省长沙市,,
863,湖南省长沙市,,
864,湖南省长沙市,,
865,湖南省长沙市,,
866,湖南省长沙市,,
867,湖南省长沙市,,
868,湖南省长沙市,,
869,湖南省长沙市,,
870,湖南省长沙市,,
871,湖南省长沙市,,
872,湖南省长沙市,,
873,湖南省长沙市,,
874,湖南省长沙市,,
875,湖南省长沙市,,
876,湖南省长沙市,,
877,湖南省长沙市,,
878,湖南省长沙市,,
879,湖南省长沙市,,
880,湖南省长沙市,,
881,湖南省长沙市,,
882,湖南省长沙市,,
883,湖南省长沙市,,
884,湖南省长沙市,,
885,湖南省长沙市,,
886,湖南省长沙市,,
887,湖南省长沙市,,
888,江西省抚州地区,,
889,湖南省长沙市,,
890,湖南省长沙市,,
891,湖南省长沙市,,
892,湖南省长沙市,,
893,湖北省武汉市,,
894,江西省萍乡市,,
895,湖南省长沙市,,
896,湖南省长沙市,,
897,湖南省长沙市,,
898,湖南省长沙市,,
899,湖南省长沙市,,
900,湖南省衡阳市,,
901,湖南省郴州地区,,
902,湖南省娄底地区,,
903,湖南省益阳地区,,
904,湖南省长沙市,,
905,湖南省衡阳市,,
906,湖南省株洲市,,
907,湖南省株洲市,,
908,湖南省衡阳市,,
909,湖南省衡阳市,,
910,湖南省衡阳市,,
911,湖南省衡阳市,,
912,湖南省衡阳市,,
913,湖南省衡阳市,,
914,湖南省衡阳市,,
915,湖南省衡阳市,,
916,湖南省衡阳市,,
917,湖北省恩施土家族苗族自治州,,
918,湖南省衡阳市,,
919,湖南省衡阳市,,
920,湖南省衡阳市,,
921,湖南省衡阳市,,
922,湖南省衡阳市,,
923,湖南省衡阳市,,
924,湖南省衡阳市,,
925,湖南省衡阳市,,
926,湖南省衡阳市,,
927,湖南省衡阳市,,
928,湖南省衡阳市,,
929,湖南省衡阳市,,
930,湖南省衡阳市,,
931,湖南省衡阳市,,
932,湖南省衡阳市,,
933,湖南省衡阳市,,
934,湖南省衡阳市,,
935,湖南省衡阳市,,
936,湖南省衡阳市,,
937,湖南省衡阳市,,
938,湖南省岳阳市,,
939,湖南省大庸市,,
940,湖南省常德市,,
941,湖南省衡阳市,,
942,湖南省衡阳市,,
943,湖南省衡阳市,,
944,湖南省衡阳市,,
945,湖南省衡阳市,,
946,湖南省衡阳市,,
947,湖南省衡阳市,,
948,湖南省衡阳市,,
949,湖南省衡阳市,,
950,湖南省衡阳市,,
951,湖南省衡阳市,,
952,湖南省衡阳市,,
953,湖南省衡阳市,,
954,湖南省衡阳市,,
955,湖南省衡阳市,,
956,湖南省衡阳市,,
957,湖南省衡阳市,,
958,湖南省衡阳市,,
959,湖南省衡阳市,,
960,湖南省衡阳市,,
961,湖南省衡阳市,,
962,湖南省长沙市,,
963,湖南省湘潭市,,
964,湖南省常德市,,
965,江西省萍乡市,,
966,湖南省岳阳市,,
967,湖南省长沙市,,
968,湖南省长沙市,,
969,湖南省衡阳市,,
970,湖南省湘西土家族苗族自治州,,
971,湖南省长沙市,,
972,贵州省毕节地区,,
973,湖南省长沙市,,
974,湖南省衡阳市,,
975,湖南省株洲市,,
976,湖南省长沙市,,
977,湖南省长沙市,,
978,湖南省岳阳市,,
979,湖南省长沙市,,
980,湖南省长沙市,,
981,湖南省岳阳市,,
982,湖南省邵阳市,,
983,湖南省湘潭市,,
984,湖南省湘潭市,,
985,湖南省衡阳市,,
986,江西省萍乡市,,
987,江西省萍乡市,,
988,湖南省长沙市,,
989,湖南省零陵地区,,
990,江西省萍乡市,,
991,湖南省长沙市,,
992,江西省萍乡市,,
993,湖南省长沙市,,
994,江西省萍乡市,,
995,江西省萍乡市,,
996,江西省萍乡市,,
997,江西省萍乡市,,
998,江西省萍乡市,,
999,湖南省湘潭市,,
1000,湖南省长沙市,,
1001,江西省萍乡市,,
1002,江西省萍乡市,,
1003,江西省萍乡市,,
1004,江西省萍乡市,,
1005,江西省萍乡市,,
1006,湖南省长沙市,,
1007,江西省萍乡市,,
1008,湖南省长沙市,,
1009,江西省萍乡市,,
1010,江西省萍乡市,,
1011,江西省萍乡市,,
1012,江西省萍乡市,,
1013,江西省萍乡市,,
1014,江西省萍乡市,,
1015,湖南省邵阳市,,
1016,湖南省株洲市,,
1017,湖南省长沙市,,
1018,湖南省长沙市,,
1019,湖南省邵阳市,,
1020,江苏省徐州市,,
1021,江西省宜春地区,,
1022,湖南省湘潭市,,
1023,湖南省长沙市,,
1024,湖南省长沙市,,
1025,湖南省长沙市,,
1026,湖南省长沙市,,
1027,湖南省岳阳市,,
1028,湖南省长沙市,,
1029,湖南省湘潭市,,
1030,湖南省湘潭市,,
